===== Machine 0 has PID 8204 and clockspeed 12 Hz =====
EVENT[T: 1457886264][LC: 94] - RECIEVE: Proc 0. Queue size is 32
EVENT[T: 1457886264][LC: 99] - RECIEVE: Proc 0. Queue size is 32
EVENT[T: 1457886264][LC: 100] - RECIEVE: Proc 0. Queue size is 33
EVENT[T: 1457886264][LC: 101] - RECIEVE: Proc 0. Queue size is 37
EVENT[T: 1457886264][LC: 102] - RECIEVE: Proc 0. Queue size is 39
EVENT[T: 1457886265][LC: 111] - RECIEVE: Proc 0. Queue size is 41
EVENT[T: 1457886265][LC: 114] - RECIEVE: Proc 0. Queue size is 44
EVENT[T: 1457886265][LC: 115] - RECIEVE: Proc 0. Queue size is 44
EVENT[T: 1457886265][LC: 118] - RECIEVE: Proc 0. Queue size is 44
EVENT[T: 1457886265][LC: 119] - RECIEVE: Proc 0. Queue size is 44
EVENT[T: 1457886265][LC: 123] - RECIEVE: Proc 0. Queue size is 44
EVENT[T: 1457886265][LC: 124] - RECIEVE: Proc 0. Queue size is 45
EVENT[T: 1457886265][LC: 126] - RECIEVE: Proc 0. Queue size is 47
EVENT[T: 1457886265][LC: 137] - RECIEVE: Proc 0. Queue size is 49
EVENT[T: 1457886265][LC: 140] - RECIEVE: Proc 0. Queue size is 51
EVENT[T: 1457886265][LC: 145] - RECIEVE: Proc 0. Queue size is 53
EVENT[T: 1457886265][LC: 147] - RECIEVE: Proc 0. Queue size is 53
EVENT[T: 1457886266][LC: 148] - RECIEVE: Proc 0. Queue size is 54
EVENT[T: 1457886266][LC: 157] - RECIEVE: Proc 0. Queue size is 55
EVENT[T: 1457886266][LC: 162] - RECIEVE: Proc 0. Queue size is 56
EVENT[T: 1457886266][LC: 163] - RECIEVE: Proc 0. Queue size is 56
EVENT[T: 1457886266][LC: 166] - RECIEVE: Proc 0. Queue size is 59
EVENT[T: 1457886266][LC: 167] - RECIEVE: Proc 0. Queue size is 59
EVENT[T: 1457886266][LC: 169] - RECIEVE: Proc 0. Queue size is 59
EVENT[T: 1457886266][LC: 179] - RECIEVE: Proc 0. Queue size is 61
EVENT[T: 1457886266][LC: 182] - RECIEVE: Proc 0. Queue size is 61
EVENT[T: 1457886266][LC: 186] - RECIEVE: Proc 0. Queue size is 62
EVENT[T: 1457886266][LC: 187] - RECIEVE: Proc 0. Queue size is 61
EVENT[T: 1457886267][LC: 188] - RECIEVE: Proc 0. Queue size is 62
EVENT[T: 1457886267][LC: 190] - RECIEVE: Proc 0. Queue size is 63
EVENT[T: 1457886267][LC: 195] - RECIEVE: Proc 0. Queue size is 64
EVENT[T: 1457886267][LC: 198] - RECIEVE: Proc 0. Queue size is 65
EVENT[T: 1457886267][LC: 199] - RECIEVE: Proc 0. Queue size is 67
EVENT[T: 1457886267][LC: 204] - RECIEVE: Proc 0. Queue size is 66
EVENT[T: 1457886267][LC: 215] - RECIEVE: Proc 0. Queue size is 66
EVENT[T: 1457886267][LC: 216] - RECIEVE: Proc 0. Queue size is 67
EVENT[T: 1457886267][LC: 217] - RECIEVE: Proc 0. Queue size is 69
EVENT[T: 1457886267][LC: 218] - RECIEVE: Proc 0. Queue size is 68
EVENT[T: 1457886267][LC: 219] - RECIEVE: Proc 0. Queue size is 69
EVENT[T: 1457886267][LC: 220] - RECIEVE: Proc 0. Queue size is 69
EVENT[T: 1457886268][LC: 222] - RECIEVE: Proc 0. Queue size is 69
EVENT[T: 1457886268][LC: 224] - RECIEVE: Proc 0. Queue size is 70
EVENT[T: 1457886268][LC: 226] - RECIEVE: Proc 0. Queue size is 72
EVENT[T: 1457886268][LC: 228] - RECIEVE: Proc 0. Queue size is 72
EVENT[T: 1457886268][LC: 229] - RECIEVE: Proc 0. Queue size is 72
EVENT[T: 1457886268][LC: 231] - RECIEVE: Proc 0. Queue size is 73
EVENT[T: 1457886268][LC: 233] - RECIEVE: Proc 0. Queue size is 73
EVENT[T: 1457886268][LC: 237] - RECIEVE: Proc 0. Queue size is 73
EVENT[T: 1457886268][LC: 238] - RECIEVE: Proc 0. Queue size is 75
EVENT[T: 1457886268][LC: 240] - RECIEVE: Proc 0. Queue size is 74
EVENT[T: 1457886268][LC: 241] - RECIEVE: Proc 0. Queue size is 73
EVENT[T: 1457886268][LC: 244] - RECIEVE: Proc 0. Queue size is 74
EVENT[T: 1457886269][LC: 248] - RECIEVE: Proc 0. Queue size is 75
EVENT[T: 1457886269][LC: 259] - RECIEVE: Proc 0. Queue size is 78
EVENT[T: 1457886269][LC: 266] - RECIEVE: Proc 0. Queue size is 78
EVENT[T: 1457886269][LC: 269] - RECIEVE: Proc 0. Queue size is 78
EVENT[T: 1457886269][LC: 272] - RECIEVE: Proc 0. Queue size is 79
EVENT[T: 1457886269][LC: 275] - RECIEVE: Proc 0. Queue size is 78
EVENT[T: 1457886269][LC: 279] - RECIEVE: Proc 0. Queue size is 77
EVENT[T: 1457886269][LC: 282] - RECIEVE: Proc 0. Queue size is 79
EVENT[T: 1457886269][LC: 286] - RECIEVE: Proc 0. Queue size is 79
EVENT[T: 1457886269][LC: 287] - RECIEVE: Proc 0. Queue size is 79
EVENT[T: 1457886269][LC: 288] - RECIEVE: Proc 0. Queue size is 80
EVENT[T: 1457886269][LC: 289] - RECIEVE: Proc 0. Queue size is 82
EVENT[T: 1457886270][LC: 291] - RECIEVE: Proc 0. Queue size is 82
EVENT[T: 1457886270][LC: 292] - RECIEVE: Proc 0. Queue size is 84
EVENT[T: 1457886270][LC: 294] - RECIEVE: Proc 0. Queue size is 86
EVENT[T: 1457886270][LC: 300] - RECIEVE: Proc 0. Queue size is 86
EVENT[T: 1457886270][LC: 301] - RECIEVE: Proc 0. Queue size is 87
EVENT[T: 1457886270][LC: 305] - RECIEVE: Proc 0. Queue size is 87
EVENT[T: 1457886270][LC: 311] - RECIEVE: Proc 0. Queue size is 89
EVENT[T: 1457886270][LC: 314] - RECIEVE: Proc 0. Queue size is 90
EVENT[T: 1457886270][LC: 319] - RECIEVE: Proc 0. Queue size is 91
EVENT[T: 1457886270][LC: 321] - RECIEVE: Proc 0. Queue size is 92
EVENT[T: 1457886270][LC: 323] - RECIEVE: Proc 0. Queue size is 92
EVENT[T: 1457886270][LC: 326] - RECIEVE: Proc 0. Queue size is 93
EVENT[T: 1457886271][LC: 328] - RECIEVE: Proc 0. Queue size is 94
EVENT[T: 1457886271][LC: 334] - RECIEVE: Proc 0. Queue size is 94
EVENT[T: 1457886271][LC: 337] - RECIEVE: Proc 0. Queue size is 97
EVENT[T: 1457886271][LC: 338] - RECIEVE: Proc 0. Queue size is 99
EVENT[T: 1457886271][LC: 340] - RECIEVE: Proc 0. Queue size is 98
EVENT[T: 1457886271][LC: 344] - RECIEVE: Proc 0. Queue size is 98
EVENT[T: 1457886271][LC: 352] - RECIEVE: Proc 0. Queue size is 99
EVENT[T: 1457886271][LC: 356] - RECIEVE: Proc 0. Queue size is 98
EVENT[T: 1457886271][LC: 357] - RECIEVE: Proc 0. Queue size is 98
EVENT[T: 1457886271][LC: 360] - RECIEVE: Proc 0. Queue size is 99
EVENT[T: 1457886271][LC: 362] - RECIEVE: Proc 0. Queue size is 101
EVENT[T: 1457886271][LC: 365] - RECIEVE: Proc 0. Queue size is 101
EVENT[T: 1457886272][LC: 371] - RECIEVE: Proc 0. Queue size is 103
EVENT[T: 1457886272][LC: 382] - RECIEVE: Proc 0. Queue size is 104
EVENT[T: 1457886272][LC: 386] - RECIEVE: Proc 0. Queue size is 106
EVENT[T: 1457886272][LC: 392] - RECIEVE: Proc 0. Queue size is 108
EVENT[T: 1457886272][LC: 393] - RECIEVE: Proc 0. Queue size is 108
EVENT[T: 1457886272][LC: 394] - RECIEVE: Proc 0. Queue size is 107
EVENT[T: 1457886272][LC: 395] - RECIEVE: Proc 0. Queue size is 107
EVENT[T: 1457886272][LC: 401] - RECIEVE: Proc 0. Queue size is 107
EVENT[T: 1457886272][LC: 405] - RECIEVE: Proc 0. Queue size is 107
EVENT[T: 1457886272][LC: 407] - RECIEVE: Proc 0. Queue size is 108
EVENT[T: 1457886272][LC: 408] - RECIEVE: Proc 0. Queue size is 111
EVENT[T: 1457886272][LC: 409] - RECIEVE: Proc 0. Queue size is 112
EVENT[T: 1457886273][LC: 420] - RECIEVE: Proc 0. Queue size is 114
EVENT[T: 1457886273][LC: 427] - RECIEVE: Proc 0. Queue size is 115
EVENT[T: 1457886273][LC: 428] - RECIEVE: Proc 0. Queue size is 115
EVENT[T: 1457886273][LC: 433] - RECIEVE: Proc 0. Queue size is 116
EVENT[T: 1457886273][LC: 435] - RECIEVE: Proc 0. Queue size is 117
EVENT[T: 1457886273][LC: 437] - RECIEVE: Proc 0. Queue size is 118
EVENT[T: 1457886273][LC: 449] - RECIEVE: Proc 0. Queue size is 118
EVENT[T: 1457886273][LC: 451] - RECIEVE: Proc 0. Queue size is 117
EVENT[T: 1457886273][LC: 456] - RECIEVE: Proc 0. Queue size is 117
EVENT[T: 1457886273][LC: 460] - RECIEVE: Proc 0. Queue size is 118
EVENT[T: 1457886273][LC: 466] - RECIEVE: Proc 0. Queue size is 119
EVENT[T: 1457886273][LC: 468] - RECIEVE: Proc 0. Queue size is 120
EVENT[T: 1457886274][LC: 473] - RECIEVE: Proc 0. Queue size is 123
EVENT[T: 1457886274][LC: 474] - RECIEVE: Proc 0. Queue size is 123
EVENT[T: 1457886274][LC: 477] - RECIEVE: Proc 0. Queue size is 124
EVENT[T: 1457886274][LC: 478] - RECIEVE: Proc 0. Queue size is 127
EVENT[T: 1457886274][LC: 486] - RECIEVE: Proc 0. Queue size is 127
EVENT[T: 1457886274][LC: 490] - RECIEVE: Proc 0. Queue size is 128
EVENT[T: 1457886274][LC: 491] - RECIEVE: Proc 0. Queue size is 128
EVENT[T: 1457886274][LC: 498] - RECIEVE: Proc 0. Queue size is 131
EVENT[T: 1457886274][LC: 504] - RECIEVE: Proc 0. Queue size is 131
EVENT[T: 1457886274][LC: 510] - RECIEVE: Proc 0. Queue size is 131
EVENT[T: 1457886274][LC: 514] - RECIEVE: Proc 0. Queue size is 132
EVENT[T: 1457886274][LC: 515] - RECIEVE: Proc 0. Queue size is 131
EVENT[T: 1457886275][LC: 535] - RECIEVE: Proc 0. Queue size is 131
EVENT[T: 1457886275][LC: 536] - RECIEVE: Proc 0. Queue size is 133
EVENT[T: 1457886275][LC: 539] - RECIEVE: Proc 0. Queue size is 135
EVENT[T: 1457886275][LC: 542] - RECIEVE: Proc 0. Queue size is 138
EVENT[T: 1457886275][LC: 544] - RECIEVE: Proc 0. Queue size is 137
EVENT[T: 1457886275][LC: 546] - RECIEVE: Proc 0. Queue size is 140
EVENT[T: 1457886275][LC: 547] - RECIEVE: Proc 0. Queue size is 139
EVENT[T: 1457886275][LC: 548] - RECIEVE: Proc 0. Queue size is 142
EVENT[T: 1457886275][LC: 549] - RECIEVE: Proc 0. Queue size is 141
EVENT[T: 1457886275][LC: 561] - RECIEVE: Proc 0. Queue size is 142
EVENT[T: 1457886275][LC: 563] - RECIEVE: Proc 0. Queue size is 143
EVENT[T: 1457886275][LC: 567] - RECIEVE: Proc 0. Queue size is 146
EVENT[T: 1457886276][LC: 583] - RECIEVE: Proc 0. Queue size is 147
EVENT[T: 1457886276][LC: 585] - RECIEVE: Proc 0. Queue size is 150
EVENT[T: 1457886276][LC: 587] - RECIEVE: Proc 0. Queue size is 150
EVENT[T: 1457886276][LC: 590] - RECIEVE: Proc 0. Queue size is 151
EVENT[T: 1457886276][LC: 599] - RECIEVE: Proc 0. Queue size is 154
EVENT[T: 1457886276][LC: 606] - RECIEVE: Proc 0. Queue size is 153
EVENT[T: 1457886276][LC: 609] - RECIEVE: Proc 0. Queue size is 154
EVENT[T: 1457886276][LC: 611] - RECIEVE: Proc 0. Queue size is 156
EVENT[T: 1457886276][LC: 613] - RECIEVE: Proc 0. Queue size is 155
EVENT[T: 1457886276][LC: 614] - RECIEVE: Proc 0. Queue size is 157
EVENT[T: 1457886276][LC: 617] - RECIEVE: Proc 0. Queue size is 157
EVENT[T: 1457886276][LC: 623] - RECIEVE: Proc 0. Queue size is 158
EVENT[T: 1457886277][LC: 624] - RECIEVE: Proc 0. Queue size is 160
EVENT[T: 1457886277][LC: 625] - RECIEVE: Proc 0. Queue size is 160
EVENT[T: 1457886277][LC: 630] - RECIEVE: Proc 0. Queue size is 162
EVENT[T: 1457886277][LC: 631] - RECIEVE: Proc 0. Queue size is 164
EVENT[T: 1457886277][LC: 632] - RECIEVE: Proc 0. Queue size is 164
EVENT[T: 1457886277][LC: 636] - RECIEVE: Proc 0. Queue size is 166
EVENT[T: 1457886277][LC: 641] - RECIEVE: Proc 0. Queue size is 167
EVENT[T: 1457886277][LC: 645] - RECIEVE: Proc 0. Queue size is 170
EVENT[T: 1457886277][LC: 651] - RECIEVE: Proc 0. Queue size is 172
EVENT[T: 1457886277][LC: 655] - RECIEVE: Proc 0. Queue size is 172
EVENT[T: 1457886277][LC: 657] - RECIEVE: Proc 0. Queue size is 173
EVENT[T: 1457886277][LC: 660] - RECIEVE: Proc 0. Queue size is 174
EVENT[T: 1457886278][LC: 662] - RECIEVE: Proc 0. Queue size is 176
EVENT[T: 1457886278][LC: 666] - RECIEVE: Proc 0. Queue size is 180
EVENT[T: 1457886278][LC: 670] - RECIEVE: Proc 0. Queue size is 179
EVENT[T: 1457886278][LC: 673] - RECIEVE: Proc 0. Queue size is 180
EVENT[T: 1457886278][LC: 677] - RECIEVE: Proc 0. Queue size is 183
EVENT[T: 1457886278][LC: 678] - RECIEVE: Proc 0. Queue size is 184
EVENT[T: 1457886278][LC: 685] - RECIEVE: Proc 0. Queue size is 184
EVENT[T: 1457886278][LC: 692] - RECIEVE: Proc 0. Queue size is 184
EVENT[T: 1457886278][LC: 694] - RECIEVE: Proc 0. Queue size is 183
EVENT[T: 1457886278][LC: 695] - RECIEVE: Proc 0. Queue size is 184
EVENT[T: 1457886278][LC: 699] - RECIEVE: Proc 0. Queue size is 185
EVENT[T: 1457886278][LC: 702] - RECIEVE: Proc 0. Queue size is 187
EVENT[T: 1457886279][LC: 707] - RECIEVE: Proc 0. Queue size is 186
EVENT[T: 1457886279][LC: 710] - RECIEVE: Proc 0. Queue size is 188
EVENT[T: 1457886279][LC: 713] - RECIEVE: Proc 0. Queue size is 189
EVENT[T: 1457886279][LC: 714] - RECIEVE: Proc 0. Queue size is 190
EVENT[T: 1457886279][LC: 715] - RECIEVE: Proc 0. Queue size is 190
EVENT[T: 1457886279][LC: 718] - RECIEVE: Proc 0. Queue size is 189
EVENT[T: 1457886279][LC: 720] - RECIEVE: Proc 0. Queue size is 188
EVENT[T: 1457886279][LC: 730] - RECIEVE: Proc 0. Queue size is 190
EVENT[T: 1457886279][LC: 732] - RECIEVE: Proc 0. Queue size is 190
EVENT[T: 1457886279][LC: 739] - RECIEVE: Proc 0. Queue size is 191
EVENT[T: 1457886279][LC: 748] - RECIEVE: Proc 0. Queue size is 192
EVENT[T: 1457886280][LC: 755] - RECIEVE: Proc 0. Queue size is 192
EVENT[T: 1457886280][LC: 758] - RECIEVE: Proc 0. Queue size is 192
EVENT[T: 1457886280][LC: 760] - RECIEVE: Proc 0. Queue size is 193
EVENT[T: 1457886280][LC: 761] - RECIEVE: Proc 0. Queue size is 196
EVENT[T: 1457886280][LC: 766] - RECIEVE: Proc 0. Queue size is 196
EVENT[T: 1457886280][LC: 771] - RECIEVE: Proc 0. Queue size is 195
EVENT[T: 1457886280][LC: 772] - RECIEVE: Proc 0. Queue size is 197
EVENT[T: 1457886280][LC: 773] - RECIEVE: Proc 0. Queue size is 199
EVENT[T: 1457886280][LC: 776] - RECIEVE: Proc 0. Queue size is 199
EVENT[T: 1457886280][LC: 778] - RECIEVE: Proc 0. Queue size is 202
EVENT[T: 1457886280][LC: 782] - RECIEVE: Proc 0. Queue size is 202
EVENT[T: 1457886280][LC: 787] - RECIEVE: Proc 0. Queue size is 203
EVENT[T: 1457886281][LC: 788] - RECIEVE: Proc 0. Queue size is 203
EVENT[T: 1457886281][LC: 791] - RECIEVE: Proc 0. Queue size is 202
EVENT[T: 1457886281][LC: 792] - RECIEVE: Proc 0. Queue size is 206
EVENT[T: 1457886281][LC: 793] - RECIEVE: Proc 0. Queue size is 205
EVENT[T: 1457886281][LC: 794] - RECIEVE: Proc 0. Queue size is 206
EVENT[T: 1457886281][LC: 804] - RECIEVE: Proc 0. Queue size is 205
EVENT[T: 1457886281][LC: 814] - RECIEVE: Proc 0. Queue size is 207
EVENT[T: 1457886281][LC: 823] - RECIEVE: Proc 0. Queue size is 209
EVENT[T: 1457886281][LC: 828] - RECIEVE: Proc 0. Queue size is 208
EVENT[T: 1457886281][LC: 836] - RECIEVE: Proc 0. Queue size is 209
EVENT[T: 1457886281][LC: 837] - RECIEVE: Proc 0. Queue size is 208
EVENT[T: 1457886281][LC: 839] - RECIEVE: Proc 0. Queue size is 209
EVENT[T: 1457886282][LC: 840] - RECIEVE: Proc 0. Queue size is 210
EVENT[T: 1457886282][LC: 841] - RECIEVE: Proc 0. Queue size is 210
EVENT[T: 1457886282][LC: 842] - RECIEVE: Proc 0. Queue size is 209
EVENT[T: 1457886282][LC: 846] - RECIEVE: Proc 0. Queue size is 209
EVENT[T: 1457886282][LC: 848] - RECIEVE: Proc 0. Queue size is 209
EVENT[T: 1457886282][LC: 852] - RECIEVE: Proc 0. Queue size is 215
EVENT[T: 1457886282][LC: 855] - RECIEVE: Proc 0. Queue size is 215
EVENT[T: 1457886282][LC: 858] - RECIEVE: Proc 0. Queue size is 218
EVENT[T: 1457886282][LC: 862] - RECIEVE: Proc 0. Queue size is 217
EVENT[T: 1457886282][LC: 863] - RECIEVE: Proc 0. Queue size is 221
EVENT[T: 1457886282][LC: 865] - RECIEVE: Proc 0. Queue size is 220
EVENT[T: 1457886282][LC: 874] - RECIEVE: Proc 0. Queue size is 221
EVENT[T: 1457886283][LC: 876] - RECIEVE: Proc 0. Queue size is 220
EVENT[T: 1457886283][LC: 877] - RECIEVE: Proc 0. Queue size is 221
EVENT[T: 1457886283][LC: 880] - RECIEVE: Proc 0. Queue size is 221
EVENT[T: 1457886283][LC: 884] - RECIEVE: Proc 0. Queue size is 220
EVENT[T: 1457886283][LC: 887] - RECIEVE: Proc 0. Queue size is 221
EVENT[T: 1457886283][LC: 892] - RECIEVE: Proc 0. Queue size is 222
EVENT[T: 1457886283][LC: 904] - RECIEVE: Proc 0. Queue size is 221
EVENT[T: 1457886283][LC: 911] - RECIEVE: Proc 0. Queue size is 223
EVENT[T: 1457886283][LC: 913] - RECIEVE: Proc 0. Queue size is 223
EVENT[T: 1457886283][LC: 918] - RECIEVE: Proc 0. Queue size is 225
EVENT[T: 1457886283][LC: 921] - RECIEVE: Proc 0. Queue size is 225
EVENT[T: 1457886283][LC: 925] - RECIEVE: Proc 0. Queue size is 227
EVENT[T: 1457886284][LC: 926] - RECIEVE: Proc 0. Queue size is 229
EVENT[T: 1457886284][LC: 931] - RECIEVE: Proc 0. Queue size is 231
EVENT[T: 1457886284][LC: 932] - RECIEVE: Proc 0. Queue size is 231
EVENT[T: 1457886284][LC: 934] - RECIEVE: Proc 0. Queue size is 231
EVENT[T: 1457886284][LC: 936] - RECIEVE: Proc 0. Queue size is 231
EVENT[T: 1457886284][LC: 939] - RECIEVE: Proc 0. Queue size is 232
EVENT[T: 1457886284][LC: 942] - RECIEVE: Proc 0. Queue size is 232
EVENT[T: 1457886284][LC: 945] - RECIEVE: Proc 0. Queue size is 234
EVENT[T: 1457886284][LC: 951] - RECIEVE: Proc 0. Queue size is 235
EVENT[T: 1457886284][LC: 954] - RECIEVE: Proc 0. Queue size is 236
EVENT[T: 1457886284][LC: 955] - RECIEVE: Proc 0. Queue size is 236
EVENT[T: 1457886284][LC: 956] - RECIEVE: Proc 0. Queue size is 236
EVENT[T: 1457886285][LC: 957] - RECIEVE: Proc 0. Queue size is 237
EVENT[T: 1457886285][LC: 963] - RECIEVE: Proc 0. Queue size is 238
EVENT[T: 1457886285][LC: 964] - RECIEVE: Proc 0. Queue size is 240
EVENT[T: 1457886285][LC: 970] - RECIEVE: Proc 0. Queue size is 240
EVENT[T: 1457886285][LC: 976] - RECIEVE: Proc 0. Queue size is 239
EVENT[T: 1457886285][LC: 978] - RECIEVE: Proc 0. Queue size is 243
EVENT[T: 1457886285][LC: 981] - RECIEVE: Proc 0. Queue size is 244
EVENT[T: 1457886285][LC: 982] - RECIEVE: Proc 0. Queue size is 244
EVENT[T: 1457886285][LC: 983] - RECIEVE: Proc 0. Queue size is 246
EVENT[T: 1457886285][LC: 994] - RECIEVE: Proc 0. Queue size is 246
EVENT[T: 1457886285][LC: 996] - RECIEVE: Proc 0. Queue size is 247
EVENT[T: 1457886285][LC: 998] - RECIEVE: Proc 0. Queue size is 246
EVENT[T: 1457886286][LC: 1013] - RECIEVE: Proc 0. Queue size is 247
EVENT[T: 1457886286][LC: 1014] - RECIEVE: Proc 0. Queue size is 248
EVENT[T: 1457886286][LC: 1019] - RECIEVE: Proc 0. Queue size is 251
EVENT[T: 1457886286][LC: 1020] - RECIEVE: Proc 0. Queue size is 251
EVENT[T: 1457886286][LC: 1021] - RECIEVE: Proc 0. Queue size is 251
EVENT[T: 1457886286][LC: 1025] - RECIEVE: Proc 0. Queue size is 253
EVENT[T: 1457886286][LC: 1026] - RECIEVE: Proc 0. Queue size is 254
EVENT[T: 1457886286][LC: 1027] - RECIEVE: Proc 0. Queue size is 255
EVENT[T: 1457886286][LC: 1029] - RECIEVE: Proc 0. Queue size is 254
EVENT[T: 1457886286][LC: 1030] - RECIEVE: Proc 0. Queue size is 255
EVENT[T: 1457886286][LC: 1032] - RECIEVE: Proc 0. Queue size is 256
EVENT[T: 1457886286][LC: 1041] - RECIEVE: Proc 0. Queue size is 256
EVENT[T: 1457886287][LC: 1042] - RECIEVE: Proc 0. Queue size is 258
EVENT[T: 1457886287][LC: 1043] - RECIEVE: Proc 0. Queue size is 260
EVENT[T: 1457886287][LC: 1045] - RECIEVE: Proc 0. Queue size is 262
EVENT[T: 1457886287][LC: 1056] - RECIEVE: Proc 0. Queue size is 261
EVENT[T: 1457886287][LC: 1058] - RECIEVE: Proc 0. Queue size is 260
EVENT[T: 1457886287][LC: 1059] - RECIEVE: Proc 0. Queue size is 261
EVENT[T: 1457886287][LC: 1060] - RECIEVE: Proc 0. Queue size is 262
EVENT[T: 1457886287][LC: 1070] - RECIEVE: Proc 0. Queue size is 263
EVENT[T: 1457886287][LC: 1071] - RECIEVE: Proc 0. Queue size is 267
EVENT[T: 1457886287][LC: 1075] - RECIEVE: Proc 0. Queue size is 267
EVENT[T: 1457886287][LC: 1076] - RECIEVE: Proc 0. Queue size is 268
EVENT[T: 1457886287][LC: 1081] - RECIEVE: Proc 0. Queue size is 270
EVENT[T: 1457886288][LC: 1082] - RECIEVE: Proc 0. Queue size is 271
EVENT[T: 1457886288][LC: 1085] - RECIEVE: Proc 0. Queue size is 273
EVENT[T: 1457886288][LC: 1086] - RECIEVE: Proc 0. Queue size is 272
EVENT[T: 1457886288][LC: 1088] - RECIEVE: Proc 0. Queue size is 274
EVENT[T: 1457886288][LC: 1090] - RECIEVE: Proc 0. Queue size is 278
EVENT[T: 1457886288][LC: 1094] - RECIEVE: Proc 0. Queue size is 277
EVENT[T: 1457886288][LC: 1096] - RECIEVE: Proc 0. Queue size is 276
EVENT[T: 1457886288][LC: 1098] - RECIEVE: Proc 0. Queue size is 276
EVENT[T: 1457886288][LC: 1099] - RECIEVE: Proc 0. Queue size is 275
EVENT[T: 1457886288][LC: 1103] - RECIEVE: Proc 0. Queue size is 274
EVENT[T: 1457886288][LC: 1106] - RECIEVE: Proc 0. Queue size is 275
EVENT[T: 1457886288][LC: 1110] - RECIEVE: Proc 0. Queue size is 276
EVENT[T: 1457886289][LC: 1114] - RECIEVE: Proc 0. Queue size is 278
EVENT[T: 1457886289][LC: 1115] - RECIEVE: Proc 0. Queue size is 280
EVENT[T: 1457886289][LC: 1116] - RECIEVE: Proc 0. Queue size is 282
EVENT[T: 1457886289][LC: 1118] - RECIEVE: Proc 0. Queue size is 282
EVENT[T: 1457886289][LC: 1126] - RECIEVE: Proc 0. Queue size is 284
EVENT[T: 1457886289][LC: 1127] - RECIEVE: Proc 0. Queue size is 285
EVENT[T: 1457886289][LC: 1135] - RECIEVE: Proc 0. Queue size is 286
EVENT[T: 1457886289][LC: 1136] - RECIEVE: Proc 0. Queue size is 287
EVENT[T: 1457886289][LC: 1137] - RECIEVE: Proc 0. Queue size is 287
EVENT[T: 1457886289][LC: 1146] - RECIEVE: Proc 0. Queue size is 287
EVENT[T: 1457886289][LC: 1151] - RECIEVE: Proc 0. Queue size is 287
EVENT[T: 1457886289][LC: 1152] - RECIEVE: Proc 0. Queue size is 286
EVENT[T: 1457886290][LC: 1153] - RECIEVE: Proc 0. Queue size is 289
EVENT[T: 1457886290][LC: 1159] - RECIEVE: Proc 0. Queue size is 292
EVENT[T: 1457886290][LC: 1161] - RECIEVE: Proc 0. Queue size is 292
EVENT[T: 1457886290][LC: 1164] - RECIEVE: Proc 0. Queue size is 295
